,ObjectID,EIN,State,Name,Revenue
48,202121379349200922,141612364,NY,HURLEY NURSERY SCHOOL,55589
49,202031959349102258,204059077,IA,RE & MARJORIE KAUTZ FAMILY,0
50,202043179349102309,510234331,MD,FELBURN FOUNDATION,0
51,202033159349100703,842929919,MA,REARDON FAMILY CHARITABLE,0
52,202021979349301502,560754499,NC,ST TIMOTHY'S SCHOOL,8888311
53,202013189349303111,412045048,MO,Citywide Transportation Inc,2048331
54,202131529349100818,461531681,CO,WILDERNESS WARRIOR PROJECT,0
55,202140999349301309,740842652,TX,LINKAGE CREDIT UNION,1048304
56,202013169349302186,264503737,GA,CHATTAHOOCHEE VALLEY JAIL MINISTRY INC,735865
57,202033159349102093,616188070,PA,ASHER CHARITABLE TR UA FBO RED BIRD MISSION,0
58,202021769349101417,132784124,NY,STONY WOLD HERBERT FUND INC,0
59,202021979349306252,274383654,LA,BASTION COMMUNITY OF RESILIENCE,327326
60,202003109349302935,200920371,IL,Tentmaker Ministries Inc,224679
61,202043219349106294,272898736,CA,THE MICHELSON 20MM FOUNDATION INC,0
62,202013099349300046,472078278,ME,Side x Side Inc,679639
63,202041019349300109,522387329,DC,ST COLETTA SPECIAL EDUCATION PUBLIC,18390308
64,202110089349100506,753017775,NM,EL DESEO FOUNDATION,0
65,202111349349304346,940525380,CA,UNITED FOOD AND COMMERCIAL WORKERS,2069207
66,202033139349300913,931231494,WA,PROVIDENCE PORTLAND MEDICAL FOUNDATION,43722094
67,202131039349300148,131409455,NY,International Union UAW Local 259,1674588
68,202023059349300402,222831174,NY,RHINEBECK AERODROME MUSEUM,775694
69,202033159349102318,396788977,WI,DOROTHY PLANINSHECK FBO SS CYRIL,0
70,202003149349303485,341412736,OH,KNOXVILLE VOLUNTEER FIRE DEPARTMENT,137633
71,202021359349303712,541289097,VA,VIRGINIA NATIONAL GUARD FOUNDATION,13533
72,202041759349301719,237017130,CA,CALIFORNIA LITHUANIAN CREDIT UNION,4588753
73,202101529349100110,026004699,RI,GEORGE GARDNER & FANNY WHITING,0
74,202101269349301120,237287846,RI,BLOCK ISLAND VOLUNTEER FIRE & RESCUE,506484
75,202021889349101307,870685774,UT,Life Hope Foundation,0
76,202002899349302620,208110778,DC,AMERICAN ASSOCIATION OF BLACKS IN HIGHER EDUCATION,297591
77,202013019349301226,540368118,VA,SALEM-ROANOKE COUNTY CHAMBER OF,171234
78,202002949349100615,453629870,FL,MARG & JACK TARVER FDN IRRV TR,0
79,202131069349100103,836475681,NC,ALSTON PLEASANTS SCHOLARSHIPS SUPPLEMENT TRUST,0
80,202130619349200403,475626789,FL,Bauman Philanthropic Foundation Inc,10000
81,202101319349300605,136216919,NY,THEATRE DEVELOPMENT FUND INC,15087127
82,202121279349102407,853623281,CA,HELP MY PEOPLE INTERNATIONAL INC,0
83,202023209349201022,432048572,CA,FRIENDS OF THE TRINITARIANS,32913
84,202100129349300505,264634765,PA,FRANKLIN TOWNE CHARTER ELEMENTARY,14172638
85,202023179349100222,582198167,GA,GANGAROSA INTERNATIONAL HEALTH,0
86,202032799349300033,620727222,TN,LOYAL ORDER OF THE MOOSE 2091,191433
87,202033179349100318,521202740,MD,GEICO PHILANTHROPIC FOUNDATION,0
88,202003159349303945,475223294,PA,HOMEPLUS CARE,2445932
89,202141339349305814,371824287,CA,3200 ADAMS HOLDING CORP,775087
90,202111379349102226,453083479,NY,GLOBALFOUNDRIESTOWN OF MALTA,0
91,202013189349306681,156025166,NY,PLUMBERS & STEAMFITTERS LOCAL 267,11196342
92,202013159349100321,823951556,VA,LOVE4KIDS FOUNDATION,0
93,202021899349100742,237324126,CA,ASSOCIATED FOUNDATIONS INC,0
94,202031779349100813,134143098,NY,JINDHAG FOUNDATION,0
95,202100649349301900,590542388,FL,GULF STREAM BATH AND TENNIS CLUB INC,3714694
96,202131029349300503,582141784,GA,MT BETHEL ELEMENTARY SCHOOL,162067
97,202111409349300021,222996968,TX,JESUS CALLS INTERNATIONAL INC,649936
98,202003009349100625,474514745,IL,THOMAS H PATRICK JR FOUNDATION INC,0
99,202023219349101602,237752835,PA,CARLSON CULTURAL TRUST,0
100,202130969349200128,721542010,TN,BODY & SOUL MINISTRIES OF BELIZE INC,136099
101,202111379349306646,952769659,CA,PRINCIPLES INC,17715810
102,202131339349202408,273325983,NE,YOUTH ACTORS ACADEMY OF LINCOLN INC,94934
103,202110159349200806,474816911,PA,CHRIS STIFF MEMORIAL FUND INC,1500
104,202131409349200303,272878472,FL,MIAMI JAZZ COOPERATIVE INC,97677
105,202110199349300616,990159253,HI,WAIKIKI HEALTH,20319297
106,202033119349302333,391995104,WA,LOW-LEVEL RADIOACTIVE WASTE FORUM,391994
107,202121729349300602,390848243,WI,Waupaca Area Chamber of Commerce Inc,328825
108,202101239349302085,382278291,MI,KNIGHTS OF COLUMBUS COUNCIL 7233,18255
109,202041979349301789,580940220,GA,THE WALKER SCHOOL INC,23695158
110,202042879349300714,870778393,IN,KNOX WINAMAC COMMUNITY HEALTH,2795695
111,202033079349302023,201107469,NC,DYSARTSVILLE FIRE DEPARTMENT,319085
112,202120149349200722,232478239,PA,LAKE VIEW BOAT CLUB,41813
113,202043039349300819,463031232,OK,GOSPEL OUTREACH MINISTRIES INC,137161
114,202002879349301970,823518334,TX,COCONUT COALITION OF THE AMERICAS,130900
115,202131379349308058,262984776,NC,Young Black Leadership Alliance,1083104
116,202043119349301429,042103854,MA,South End Community Center of Spfld Inc,368016
117,202101279349301430,208686806,NC,GLOBAL SERVICE NETWORK INC,7996077
118,202141319349101984,256823063,PA,Leonard Family Foundation,0
119,202043189349312719,454019200,CA,TERRA FUEGO RESOURCE FOUNDATION INC,463167
120,202013219349200121,474365484,NY,RUSTIN FUND FOR GLOBAL EQUALITY INC,76154
121,202042939349300764,251528954,PA,PITTSBURGH AREA CHAPTER OF ACI,188187
122,202023249349100207,832081168,PA,GGC BOOSTERS INC,0
123,202013179349305656,264560703,NJ,GROW IT GREEN MORRISTOWN INC,287041
124,202111329349303816,046017806,MA,HARVARD UNIVERSITY EMPLOYEES CREDIT,43073837
125,202002889349100200,946073163,CA,BLUME FOUNDATION,0
126,202001979349100210,010493083,ME,BRIDGTON HOSPITAL PHYSICIANS GROUP,0
127,202003119349300805,821996995,NY,GEMAH LEHALVOT INC,0
128,202110869349200701,340113192,OH,INTERNATIONAL UNION OF BRICKLAYERS,60389
129,202011979349302456,311697218,RI,PROVIDENCE HEBREW DAY SCHOOL,139350
130,202140479349200614,432009763,VA,VIRGINIA HORTICULTURAL FOUNDATION,147261
131,202131339349304643,431430627,MO,JAMESPORT COMMUNITY ASSOCIATION,42097
132,202110449349300301,380679251,MI,INTERNATIONAL BROTHERHOOD OF 243 TCWH,3167792
133,202043219349102094,954619032,CA,The Rabinovitch Foundation,0
134,202013389349100816,263623104,CA,Richmon Family Foundation,0
135,202121319349201232,455172061,NY,HOLISTIC HEALTH COMMUNITY INC,124709
136,202023219349103207,471426743,FL,BERGES FAMILY FOUNDATION,0
137,202120639349200912,382581585,MI,JOEL D TAUBER FAMILY SUPPORT FOUNDATION,54
138,202140549349200424,272169352,CA,CURVE UNIT,3908
139,202021889349300927,060401158,CT,INTERNATIONAL UNION OF OPERATING,6636936
140,202003199349301695,200713975,CA,ANGELS BASEBALL FOUNDATION INC,2986875
141,202110909349300316,580197945,GA,COASTAL ELECTRIC MEMBERSHIP CORP,61645141
142,202140329349101074,831587632,IL,DOFUSA USA,0
143,202003029349300840,371290825,IL,TLC OF SOUTHERN AND CENTRAL ILLINOIS INC,815485
144,202031779349301668,135520944,NY,INTERNATIONAL ASSOCIATION OF SMART,6163854
145,202003079349100020,916478062,WA,GORDON STUART PEEK FOUNDATION,0
146,202023109349301972,352123555,IN,INDIANA WAR MEMORIALS FOUNDATION INC,407923
147,202131349349302663,942688893,CA,Community Beyond Violence,1635611
148,202121369349300447,540449988,VA,CHAMBER OF COMMERCE OF FRONT ROYAL,118208
149,202011979349301896,815471924,NY,LOVING ALL NATIONS INC,118950
150,202023029349301237,251207415,PA,INDIANA COUNTY CHILD DAY CARE INC,895747
151,202001359349101110,464111956,PA,Franklin Square Capital Partners Foundation,0
152,202023379349100507,810654051,AL,SAM KERLIN FAMILY SCHOLARSHIP TRUST,0
153,202141329349301639,630661410,AL,GIRLS INCORPORATED OF HUNTSVILLE,395041
154,202043219349105904,822018108,CA,JACOBS MAASAI WELL INC,0
155,202121409349100852,462307602,DC,American Academy For Strategic Education,0
156,202013119349100646,236907519,NV,COTTEREL R,0
157,202021689349100922,582648625,GA,GRACIECAM FOUNDATION INC,0
158,202012969349300606,541372455,IN,South Bend Rotary Charitable Foundation Inc,67264
159,202111249349101811,461511513,SC,WEBSTERROGERS FOUNDATION,0
160,202101979349301310,461861202,OK,AMERICAN ACADEMY OF RESTORATIVE,218428
161,202111379349201331,811861651,NJ,Islam By Touch Inc,165552
162,202023219349314722,730528393,OK,CLAREMORE AREA CHAMBER OF COMMERCE,271424
163,202013179349101651,311740340,MA,WESTON AFFORDABLE,0
164,202042759349301254,260609769,IN,FORGOTTEN CHILDREN WORLDWIDE INC,3000213
165,202131319349100723,273497103,CA,Li & Shu Family Foundation,0
166,202141379349201859,680455506,CA,SACRAMENTO FARM BUREAU FOUNDATION FOR AGRICULTURAL EDUCATION,26817
167,202101179349100530,166521848,IL,U OF NOTRE DAME TRUST XXXXX2007,0
168,202002869349100825,475097318,NY,Metis Foundation,0
169,202023049349300627,250965321,PA,DEPAUL SCHOOL FOR HEARING AND SPEECH,4146379
170,202120449349200612,421394065,IA,SPIRIT LAKE MIDDLE SCHOOL PARTNERS IN EDUCATION,2867
171,202043459349200419,850312228,NM,THE SOCIETY OF LAYERISTS IN MULTI-MEDIA,19239
172,202141199349200819,833745266,TX,THE SPARROWS NEST MATERNITY HOME,121837
173,202111339349100821,411875783,MN,STANLEY M & LUELLA G GOLDBERG,0
174,202130219349100123,366037171,IL,AVA W FARWELL FOR MUSICAL EDUCATION FUND,0
175,202121479349301157,831209945,IL,PROMETHEUS USA,637113
176,202021979349306547,133042012,NY,Geel Community Services Inc,6670021
177,202141349349200049,237097343,WI,INDEPENDENT BUSINESS ASSOCIATION OF,111075
178,202121589349300212,455017568,NY,AMERICAN FEDERATION OF GOVERNMENT EMPLOYEES,733301
179,202033219349102078,391837771,WI,NOEL COMPASS FOUNDATION INC,0
180,202111409349200746,223784659,NJ,HOME & SCHOOL ASSOCIATION OF SCHOOL 5,31671
181,202101329349101235,731463741,OK,COMMONWEALTH FOUNDATION,0
182,202003219349102495,134270241,FL,ROPE FOUNDATION,0
183,202003189349310480,223105592,NY,Soaring Capital Soccer Club Inc,99896
184,202013459349100406,136041905,NY,E GOULD TR FOR GOULD FDTN FOR CHILDREN,0
185,202013089349301436,510204425,WI,WHITE MEMORIAL LIBRARY ASSOCIATION,18014
186,202141329349201334,461543081,NJ,IGLESIA PENTECOSTAL LA TRINIDAD INC,45998
187,202101319349202120,461857265,PA,KS FOR CANCER,46771
188,202011499349101116,261689986,TX,DAN F AND SANDRA A SMITH FOUNDATION INC,0
189,202013049349100706,357050910,CA,HOROWITZ FAMILY FOUNDATION,0
190,202041369349300749,161482758,NY,DISPLACED HOMEMAKERS' CENTER OF TOMPKINS COUNTY INC,726094
191,202101479349200645,930810431,OR,LANE COUNTY AUDUBON SOCIETY,21604
192,202011649349301706,454977168,LA,Americana YMCA Inc,843713
193,202130089349100283,814745940,NY,ASNESS FAMILY FOUNDATION,0
194,202140989349200314,471961964,TN,AMELIAS CLOSET,189963
195,202041969349300934,131988190,NY,Research Foundation of the City University of New York,560096585
196,202022739349101112,576024996,NV,THE JOLLEY FOUNDATION,0
197,202001189349100620,823629810,TX,JOHN AND BOBBIE MCKAMY FOUNDATION,0
198,202120119349100302,204596031,AL,THE MALONE FAMILY FOUNDATION,0
199,202013219349302181,272505070,NJ,Family Association of Northfield Inc,89404
200,202013049349100206,133634385,NY,Richard A and Susan P Friedman Family,0
201,202100819349301215,370559343,IL,UNITED ASSOCIATION OF PLUMBERS LOCAL 360,449949
202,202012689349300116,026011075,MA,METHUEN MEMORIAL MUSIC HALL INC,123526
203,202040879349301009,060400910,CT,LOCAL NO 488 INTERNATIONAL BROTHERHOOD,1631810
204,202020979349301127,161769058,ND,BCTGM LOCAL UNION 167G,431172
205,202040589349300114,010761710,FL,Meet The Need Ministries Inc,211110
206,202111389349201026,814568243,AZ,BASIS TUCSON NORTH BOOSTERS INC,141698
207,202013589349300036,205433755,PA,YPO PALM BEACH GOLD INC,555241
208,202003179349303070,340148640,OH,CLEVELAND ASSOC OF BLDG OWNERS,459537
209,202033009349301413,010211490,ME,BOY SCOUTS OF AMERICA,1629712
210,202003179349300415,113473923,NY,NORTH SHORE-LONG ISLAND JEWISH,0
211,202033119349302453,474354500,FL,VILLAGE VIEW CHRISTIAN ACADEMY INC,2220824
212,202022799349301602,550485799,WV,GFWC WEST VIRGINIA INC,81630
213,202121109349301132,010620969,CA,SLAVIC ASSISTANCE CENTER INC,190863
214,202023169349302432,570407808,SC,CHILDREN'S PLACE INC,2410346
215,202131459349301278,421566974,VT,PENNSYLVANIA ACACIA INSURANCE,637924
216,202023079349100237,204722180,OK,ALFORD FOUNDATION,0
217,202013309349200001,261378611,CA,SILICON VALLEY KOREAN AMERICAN FEDERATION,44991
218,202131349349200923,010477533,VT,NORTHERN NEW ENGLAND SCHOOL OF BANKING,44798
219,202033009349300793,222697308,NJ,RIDER UNIVERSITY STUDENT GOVERNMENT ASSOCIATION,1000433
220,202013159349303606,823945739,CA,California Community Land Trust Network,135131
221,202130359349200043,341996826,CO,CENTER FOR ENVIRONMENTAL DIPLOMACY,3500
222,202120789349200112,592877649,FL,River Road Community Volunteer,14
223,202033009349301338,562079768,NC,Weddington Athletic Booster Club,169000
224,202033219349323448,412172043,VA,UNITED AMERICAN PATRIOTS INC,2910320
225,202021409349301532,760564888,TX,AVALON COMMUNITY ASSOCIATION,1291056
226,202131189349100308,341881439,OH,BLAKNEY FOUNDATION,0
227,202001979349102800,237378239,TX,Proyecto Huasteco Inc,0
228,202013189349308091,474987160,DC,WASHINGTON URBAN DEBATE LEAGUE INC,264457
229,202033199349301013,041518480,MA,Lafayette Nationalization Club Inc,200538
230,202131309349101763,596167570,FL,JOE A ADAMS FAMILY FOUNDATION,0
231,202033169349301963,841260531,IL,NORTH AMERICAN NATURE PHOTOGRAPHY,303954
232,202003189349312040,800554873,MA,Boston Carpenters Training Center,0
233,202121309349200547,256038721,PA,Greensburg Volunteer Hose Co No 2 - Operations,76313
234,202031819349301093,363752051,NE,OMAHA 100,1386664
235,202013159349302481,941156356,CA,WORLD AFFAIRS COUNCIL OF,2302699
236,202001499349300830,810962992,IN,INDIANAPOLIS HOCKEY OFFICIALS,286600
237,202013219349303186,911699359,WA,JOHN HAY PUBLIC SCHOOL FOUNDATION,191818
238,202042729349200104,263991156,IL,MONTICELLO ELEMENTARY PTO,44545
239,202001329349201035,680160204,CA,DISTRICT 5 AL-ANON FAMILY GROUPS,33975
240,202100399349200515,900523740,VA,EASTERN VA ASSOC OF HEALTH UNDERWRITERS,11292
241,202023159349201902,462118987,PA,NHBSA,78937
242,202111419349300901,237078461,KY,UNIVERSITY OF LOUISVILLE FOUNDATION,66715351
243,202130919349301003,561883637,NC,Literacy Council of Highlands Inc,387025
244,202110329349200031,616034580,KY,AMERICAN FEDERATION OF GOVERNMENT EMPLOYEES,55088
245,202111379349311411,620879012,FL,HOPE INTERNATIONAL MINISTRIES INC,4920862
246,202013209349300396,223737456,NJ,Arsha Bodha Center,575607
247,202101189349301730,314443706,LA,THE CLASSICAL ASSOCIATION OF THE,316299
248,202130449349300228,560529975,NC,GRANDFATHER HOME FOR CHILDREN INC,4692866
249,202033189349310933,264117375,CA,HARRISON STREET SENIOR HOUSING CORP,34338
250,202101379349302700,834206717,NE,EVANGELIUM INSTITUTE INC,352295
251,202011339349200806,810523861,MT,MONTANA DISCOVERY FOUNDATION INC,135698
252,202013049349200901,770069466,CA,SOROPTIMIST INTERNATIONAL OF SANTA,58694
253,202023179349203032,842745309,NY,DIET DETECTIVE INC,0
254,202021979349204362,383982537,NY,ROCKLAND FC INC,46799
255,202043139349200514,833855060,MD,LYRICA CLASSIC ENTERTAINMENT INC,77425
256,202043009349200744,261418351,ID,Bonner General Hospital Foundation Inc,149826
257,202001399349200850,452888109,WA,MISS PIERCE COUNTY SCHOLARSHIP PROGRAM,3496
258,202023189349311332,113246332,NY,Center For Rapid Recovery Inc,2659141
259,202031989349201213,460702515,NY,HEALING HAVEN ANIMAL FOUNDATION INC,82235
260,202131059349300908,222854850,MA,RAW ART WORKS INC,4292013
261,202141339349305219,261931455,OR,WHITESIDE THEATRE FOUNDATION,141158
262,202023179349202687,264247675,CA,TRI-COUNTIES SHEET METAL WORKERS LMCC,86781
263,202130979349301558,301198825,MI,DETROIT DIAMONDS,0
264,202031539349100803,832645751,MD,TOP STAR HEALTH FOUNDATION INC,0
265,202033199349200748,474847031,IL,INSPIRE GIRLS ACADEMY,24149
266,202032869349200528,237585674,OH,FRATERNAL ORDER OF POLICE #94 WAYNE COUNTY,57735
267,202120399349200437,510239316,VA,BETA OF BLACKSBURG INC,47535
268,202100209349300140,311415701,VA,HANOVER DOMESTIC VIOLENCE,1202854
269,202003219349314565,461930328,WV,GREENBRIER VALLEY RESTORATION PROJECT,519679
270,202033179349202968,366914193,IL,PROFESSIONAL FLOORING INSTALLERS,81251
271,202030789349200513,820536501,ID,UPPER CLEARWATER COMMUNITY FOUNDATION,43152
272,202111309349302106,593386553,FL,GULF COAST HERON HOUSING INC,830792
273,202043219349304399,742818121,TX,OLD SETTLER'S MUSIC FESTIVAL INC,1229530
274,202140489349200624,593030272,FL,VARIETY - THE CHILDREN'S CHARITY OF,136842
275,202043139349200414,464259194,NY,GIRLS ON THE RUN CAPITAL REGION,104609
276,202003219349315435,310954810,OH,GROVE CITY KIDS ASSOCIATION,447454
277,202023219349305097,411704374,PA,CENTER FOR CATHOLIC AND EVANGELICAL,39997
278,202111369349300126,386063758,MI,National Society Daughters of the American Revolution,91797
279,202022949349200952,223162811,NJ,Lions Club Foundation of Franklin Lakes,65205
280,202003259349300120,351990571,IN,FAMILY DEVELOPMENT SERVICES INC,18543561
281,202140259349301304,352099782,IN,THE CENTER OF WORKFORCE INNOVATIONS INC,11227387
282,202121419349300237,222842847,NJ,JEWISH ASSOCIATION FOR DEVELOPMENTAL,6961223
283,202013299349300756,541817025,VA,LEGAL INFORMATION NETWORK FOR CANCER,319143
284,202041569349200309,030386921,TX,THE DUNES SOCIAL CLUB INC,95932
285,202033239349300913,581251085,GA,CHRISTIAN SENIOR HOUSING FOUNDATION INC,3777708
286,202013219349316791,954686764,CA,THE LEARNING CENTERS AT FAIRPLEX,1135004
287,202023209349301432,752156207,TX,DUMAS AREA MEALS ON WHEELS,181149
288,202023159349201942,473589720,CA,RBI Academy,34878
289,202003209349302175,203338874,DC,CENTER FOR DEMOCRACY AND DEVELOPMENT IN THE AMERICAS INC,437221
290,202100659349200405,730285775,OK,Holdenville Chamber of Commerce &,26772
291,202033209349300773,364158598,IL,Academy for Children,1091000
292,202013189349306811,311766818,VA,PROMOTE FAMILY DEVELOPMENT CENTERS,659743
293,202013429349301216,391419431,WI,FOX CITIES CHAMBER FOUNDATION INC,129989
294,202032799349200338,710545489,AR,HERITAGE HOMES INC,95155
295,202013119349201046,300074734,IN,Fall Creek Elementary PTO,45411
296,202120289349301512,760817459,UT,SPECTRUM ACADEMY,23599599
297,202023189349204737,841261761,CO,DUROUX DITCH COMPANY,55374
298,202003219349302670,411939919,MN,THE BEACON FOUNDATION INC,38407
299,202141329349303224,311485047,TN,COTTAGE COVE COMPANY,404935
300,202141319349303619,930931059,OR,The Hillsboro Community Foundation,1659588
301,202101339349304280,450458842,ND,Rural Mental Health Consortium,87744
302,202041339349201754,208646600,MO,RAIL IN-HOME SUPPORT CARE INC,91790
303,202023149349201532,260197796,VT,Rotary District 7870 Foundation,26719
304,202100969349300740,593668069,FL,GRACE HOUSE PREGNANCY,553785
305,202043109349201394,916054331,WA,AMALGAMATED TRANSIT UNION #843,197892
306,202120849349300127,237235858,IN,FOXCLIFF ESTATES COMMUNITY,630916
307,202110089349302261,262823386,CA,CODEPINK WOMEN FOR PEACE,965034
308,202141309349301384,481121712,KS,STARKEY FOUNDATION INC,230604
309,202003089349200880,452065986,MA,ROCKLAND ATHLETIC CLUB INC,11015
310,202033219349202118,823876282,OH,THE 51 CLUB,76489
311,202043179349305049,263589491,NY,LANG LANG INTERNATIONAL MUSIC,1171168
312,202101349349301925,351990726,IN,INDIANA UNIVERSITY RESEARCH & TECHNOLOGY,1160102
313,202100419349301150,943097566,CA,THE SEEDLING CHILD,76262
314,202111439349300206,271629611,IL,ICAN COMMUNITY SERVICES INC NFP,366755
315,202140759349300719,200726676,SC,Dave Walton Evangelistic Assn Inc,257681
316,202031979349200533,274391791,MI,ROMANS ROAD,0
317,202023079349200702,250571037,PA,Italian Mutual Benefit Society of Koppel,53392
318,202022559349300027,231401703,PA,EASTERN NATIONAL,26569969
319,202043189349305819,133652555,NY,REFUAH HEALTH CENTER INC,71871666
320,202100209349200005,232156475,PA,LITTLE LEAGUE BASEBALL INC,38215
321,202041959349200639,382762098,MI,INDEPENDENT APOSTOLIC ASSEMBLY,35129
322,202100609349300105,231425014,PA,BRETHREN VILLAGE,53429612
323,202011429349301751,204403842,IA,BELMOND FIRE DEPT FOUNDATION,177651
324,202121379349305007,472360513,IL,Alexian Brothers - AHS Midwest Region Health Co,8581400
325,202012839349300721,593036720,FL,United Soccer Assoc of Tampa Bay In,134166
326,202043499349200709,450446228,ND,North Dakota Solid Waste and Recycling,68744
327,202002969349200120,473465649,MO,West Platte Educational Foundation,165069
328,202130119349300628,391391134,WI,ACCESS COMMUNITY HEALTH CENTERS INC,35101089
329,202043179349305844,831726996,IA,Corridor Christian Early Learning Center,463579
330,202003219349204605,832176953,NY,CO-LAB DANCE CORP,62800
331,202003219349302030,201371968,WI,MISSION IMPACT INC,1504371
332,202033529349200513,743124244,TX,SIGMA PHI LAMBDA INC GAMMA CHAPTER,43180
333,202043009349200509,550354839,WV,COMMUNICATION WORKERS OF AMERICA,57772
334,202120979349300527,300483046,WA,DACES ROCK N MORE MUSIC ACADEMY,270562
335,202043219349208139,631188966,TN,SUNBELT PROMOTIONAL PRODUCTS,110320
336,202120899349301007,363157542,IL,GLENVIEW YOUTH SOCCER ASSOCIATION INC,1155156
337,202100709349300900,362539902,IL,SCHWABEN ATHLETIC CLUB,382513
338,202043029349200624,352376633,NH,WAUMBEK METHNA SNOWMOBILE CLUB,45983
339,202110539349200206,592467170,FL,ESTATE PLANNING COUNCIL OF NAPLES INC,65608
340,202130839349301303,330912707,CA,JOURNEY SCHOOL,5229099
341,202120209349300642,237292786,IA,CEDAR RAPIDS PUBLIC LIBRARY FOUNDATION,458188
342,202023179349303422,202610539,OH,First Glance Student Center,481333
343,202111329349203201,954643149,CA,TAIWAN HOTELMOTEL ASSOCIATION OF,104105
344,202042619349300814,251427585,PA,CHILD ADVOCATES OF BLAIR COUNTY INC,6177890
345,202130889349300003,046087769,MA,GEORGE MARSTON WHITIN MEMORIAL,2759781
346,202141349349301104,061319874,CT,MARRAKECH HOUSING OPTIONS INC,27522713
347,202041979349203214,161591922,NY,ALLEGANY TRAILS INC,750
348,202023219349307162,341541345,OH,EAST CLEVELAND NEIGHBORHOOD CENTER,241718
349,202011349349302116,111976051,NY,Sid Jacobson Jewish Community Center,18371062
350,202101049349201150,561726353,NC,GASTON COUNTY MEDICAL SOCIETY INC,10153
351,202013199349201101,383074302,MI,THE CHESANING AREA CONSERVATION,44506
352,202003159349202310,680208551,CA,San Joaquin Paint Horse Club,74407
353,202033189349306498,237259920,NY,JENNIE B RICHMOND CHAFFEE NURSING HOME,6832874
354,202032549349200103,471448139,GA,Sweet Olive Farm Animal Rescue Inc,153591
355,202141039349301514,860754044,AZ,FLAGSTAFF FAMILY FOOD CENTER,9509319
