,ObjectID,EIN,State,Name,Revenue
100,202022599349302352,475461489,UT,MAGNIFICENT 7 FOUNDATION INC,120
101,202131259349201933,742559844,CO,COLORADO ACADEMY OF PHYSICIAN ASSISTANTS,131256
102,202111419349300901,237078461,KY,UNIVERSITY OF LOUISVILLE FOUNDATION,66715351
103,202023169349301827,472778443,CO,FAMILY TO FAMILY SUPPORT NETWORK,108732
104,202011049349200106,223442119,NJ,TENAFLY VOLUNTEER AMBULANCE,83743
105,202032829349201103,522312405,MD,GLOBAL VESSELS INC,121212
106,202031969349301438,232091414,PA,REDEEMER VILLAGE,1615019
107,202011719349200316,275376029,NY,ACM DIGNIFIED TRANSITIONAL HOUSING INC,119336
108,202003219349321560,814602964,CA,College Options Inc,851949
109,202101319349303360,208507603,AZ,Dominican Advance,839999
110,202110979349200126,956085806,CA,Balboa Island Improvement Association,119846
111,202043179349201639,465117736,DE,National Veterans Assistance Coalition Inc,67966
112,202003159349201515,367160360,IL,Arthur E Brown Endowment Scholarship,5121
113,202043219349302364,571143568,CA,CENTER FOR QUALITY AND INNOVATION,510079
114,202101339349301825,351990938,IN,PARK THEATRE CIVIC CENTRE INC,58383
115,202043179349201234,832834992,FL,NO ONE HUNGRY INC,72955
116,202001979349202900,770198049,CA,MERCED CO HISPANIC CHAMBER OF COMMERCE,75905
117,202033219349320458,942770238,CA,VALLEY OAK SPCA,1298308
118,202021369349201717,591960669,FL,Florida Municipal Bond Club Inc,71576
119,202023219349202442,237146562,NY,Risk Research Institute Inc,152963
120,202011229349300416,391098365,WI,AUGUSTA AREA HOME INC,4579701
121,202021189349300432,200344590,CA,BELL ISLAMIC CENTER,178523
122,202110759349300721,593613068,FL,SANTA ROSA COUNTY SCHOOL READINESS,7708068
123,202130969349300643,562613191,CA,Strong Hearted Native Womens,952873
124,202021969349201212,223382315,NJ,Healthcare Facilities Management,138350
125,202000989349200800,262613591,WA,ALSSO,58239
126,202130439349301863,112567809,NY,SEPHARDIC COMMUNITY YOUTH CENTER INC,11208073
127,202031399349300103,391606568,WI,MCFARLAND HOCKEY BOOSTERS INC,3191
128,202101229349200810,237168541,OH,Central Ohio Soaring Association,57178
129,202001929349302710,756055201,TX,LAMDA TAU CHAPTER OF PHI GAMMA DELTA,337109
130,202043169349202904,237350973,NE,VOLUNTARY ACTION CENTER,59013
131,202043219349319819,941669088,CA,Fairytale Town Inc,2278657
132,202003219349205555,331056792,GA,MAIN STREET GRAY INC,34010
133,202141339349303904,203967302,NM,MILITARY RELIGIOUS FREEDOM FOUNDATION,680230
134,202101359349301820,800274093,CA,EEC,23065392
135,202003219349302735,540610283,VA,LEESBURG VOLUNTEER FIRE COMPANY INC,1284094
136,202111339349305346,850356617,NM,ROSWELL MUSEUM & ART CENTER,150023
137,202001699349302000,954603489,CA,HURST RANCH FOUNDATION,174365
138,202141199349300344,464138899,MI,SIX FEET OVER,75923
139,202043189349309804,431905961,MO,JACKSON R-2 SCHOOL DISTRICT,178509
140,202033219349324718,953920560,CA,LA Family Housing Corp,48035788
141,202121379349203502,232620919,PA,CITIZENS WATER ASSOCIATION OF DEER LAKE,68252
142,202003219349309565,842487707,DC,Register2Vote Fund,502000
143,202001369349302870,135157704,NY,INTERNATIONAL ASSN OF BRIDGE STRUCTURAL,7792366
144,202012549349200046,203360578,TN,RETIRED EMPLOYEES ASSN OF MLGW INC,29111
145,202001919349301910,823881427,SC,HORSE CREEK TRUST RESOURCE MANAGEMENT,0
146,202100819349300810,010349310,ME,Independence Advocates of Maine Inc,5261428
147,202031959349300638,721050312,LA,Community Christian Concern of,1407494
148,202140119349301609,223689962,NJ,The Academy for Children Inc,248568
149,202032959349300748,475260746,CA,CALISTOGA TOURISM IMPROVEMENT DISTRICT,239966
150,202101269349300630,421374199,IA,MITCHELL COUNTY MEMORIAL FOUNDATION,409718
151,202012959349200216,454747718,MD,KERALA CULTURAL SOCIETY OF METROPOLITAN WASHINGTON,63029
152,202031899349301408,203956336,NV,COMMUNITY OUTREACH MEDICAL CENTER,1615736
153,202140199349300519,460398244,SD,DEUEL COUNTY MEMORIAL HOSPITAL,383399
154,202101129349300325,560623936,NC,UNIVERSITY OF MOUNT OLIVE INC,52512412
155,202043189349301039,133045148,NY,PATIENT CARE TRUST FUND,796136
156,202141379349303959,264679402,NY,HIGHER GROUND INTEGRATED HUMAN SERVICES INC,354382
157,202023089349200327,272775134,RI,NORTHEAST REPRESENTATIVES ASSOC INC,52030
158,202012839349201301,820742861,AL,VESTAVIA LACROSSE ORGANIZATION INC,64156
159,202042899349201814,821009606,CA,OUR COMMON HOME,78842
160,202141379349311309,953700335,CA,CENTER FOR HUMAN RIGHTS AND,610513
161,202011049349100801,476671232,TX,Gollob Charitable Trust,0
162,202111269349301766,656018806,IL,BENJAMIN VOLEN CHARITABLE TRUST,375818
163,202003219349316695,800945601,UT,ANTI-BULLYING COALITION,857397
164,202130129349300713,822029023,MA,JMG - Generation New England Inc,200000
165,202001549349200905,680505337,WA,CIGARRA,71669
166,202043219349320849,850088065,NM,EASTERN NEW MEXICO STATE FAIR BOARD INC,590674
167,202121379349310782,850478786,NM,FOUNDATION FOR THE SANTA FE,94437
168,202023159349202657,611159540,AZ,Organization Design Forum Inc,24248
169,202011019349301601,205177577,MA,SOUTHCOAST MENTORING INITIATIVE FOR,167337
170,202033179349309438,630836386,AL,MILLBROOK VOLUNTEER FIREFIGHTE,462112
171,202141379349309289,431024440,MO,CHILD CENTER-MARYGROVE,12134809
172,202023179349303037,746050660,TX,PHYSICIANS BENEVOLENT FUND,723541
173,202022569349200202,752910893,TX,COMMUNITY FELLOWSHIP CHURCH,106896
174,202013189349312681,815338932,CA,CODEPATHORG,2430505
175,202013019349300801,416045352,MN,INTERNATIONAL ASSOCIATION OF LIONS,30885
176,202130399349300038,942533033,CA,PROVIDENCE CHRISTIAN SCHOOL,959218
177,202013189349305431,450381523,ND,Harwood Area Fire & Rescue Inc,177890
178,202031899349200308,450397159,ND,NORTHEASTERN NORTH DAKOTA HERITAGE ASSOCIATION,47523
179,202130929349200428,570200146,SC,INT'L BROTHERHOOD OF ELEC WORKERS,128175
180,202021989349200812,811485553,CA,ZION GOSPEL CHURCH,90968
181,202001829349201275,824890156,MD,IDOMA WOMEN IN DIASPORA,2981
182,202111049349300736,951916051,CA,Hope International University,29753578
183,202003079349200985,205886831,MN,LIGHTHOUSE RECOVERY MINISTRIES,28286
184,202041359349201204,043808957,OH,RAVENNA GRIDIRON CLUB,47693
185,202040239349200424,463368239,NV,AMAZING GRACE FOUNDATION,2886
186,202042959349300809,471109197,GA,ACCESSION DITRIBUTION TRAINING & STAFFING INC,315194
187,202111319349301521,232969658,PA,Mount Carmel Area School District Education Foundation,21930
188,202120359349200807,592883092,FL,Columbia Youth Soccer Association Inc,38354
189,202003219349307680,911005216,WA,FH COE ELEMENTARY SCHOOL PTA,250742
190,202002589349200530,610395064,KY,LEXINGTON LODGE NO 215 LOYAL ORDER OF MOOSE,59389
191,202012909349200016,460305857,SD,PLATTE AMBULANCE SERVICE,159267
192,202041429349300004,510177339,NJ,FIRST MONTCLAIR HOUSING CORP 1 INC,2582274
193,202111349349303566,941156560,CA,JEWISH COMMUNITY FEDERATION OF THE,501069
194,202033049349301303,133379555,NY,MUSEUM AT ELDRIDGE STREET,1606131
195,202111379349305111,161478526,NY,Genesee Waterways Center Inc,259581
196,202110489349200441,521703333,MD,Catholic Engaged Encounter of Washington DC,10774
197,202012899349201316,830972521,NY,LUCKY PEARL INTERIORS INC,39875
198,202111109349301606,202254268,OH,NAMI-GREATER CLEVELAND,669145
199,202041369349304009,742880615,TX,San Marcos Lions Charities Inc,103692
200,202011979349306611,311600929,VA,Birmingham Green Adult Care Residence,7255313
201,202001189349301470,133778489,NY,NEW DESTINY HOUSING CORPORATION,4838111
202,202130969349300543,481250164,KS,Agape Interfaith Ministries International Inc,331471
203,202011719349300911,640852917,MS,MISSISSIPPI RURAL HEALTH ASSOC,209401
204,202131309349300323,133721305,NY,CHILDREN'S CENTER OF JOHN JAY COLLEGE OF,460399
205,202120639349301047,942362450,CA,MENDOCINO LAND TRUST,1455702
206,202001889349200635,237585685,OH,FRATERNAL ORDER OF POLICE #105,126508
207,202001889349200845,464924188,TX,LT TODD KRODLE MEMORIAL FOUNDATION,153757
208,202110879349300256,952596149,CA,SONRISE CHRISTIAN SCHOOLS OF SOUTHERN CALIFORNIA INC,2813709
209,202033479349200503,391377053,WI,PULASKI COMMUNITY SCHOOLS MUSIC BOOSTERS,19849
210,202111239349201266,201453713,AZ,NATIONAL ASSOCIATION OF CALL CENTERS,14350
211,202120399349300737,203974816,PA,FOUNDATION FOR LEARNING IN,288980
212,202012589349200901,010677260,NY,LOVE INC OF THE GREATER GOWANDA AREA INC,73576
213,202032589349200428,830625765,AZ,MAASAI GIRLS RESCUE CENTER INC,119632
214,202011509349200301,262587955,PA,GUARDIANS OF THE NATIONAL CEMETERY FOUNDATION,65648
215,202021369349200817,436203875,MO,FORTY ACRE CLUB INC,155105
216,202101339349305670,346527627,OH,DUDLEY P ALLEN NO 3 FD 8,42938
217,202110689349200021,320387797,CO,CENTER FOR TALENT REPORTING INC,41078
218,202101319349302430,710276839,AR,DELTA MEMORIAL HOSPITAL,20547862
219,202111279349201476,911838648,GA,NORTH CAROLINA SOCIETY OF ORAL AND,61664
220,202003219349317705,131325190,NY,THE SOCIETY OF COLONIAL WARS,366060
221,202110149349300401,223208010,CT,INSTITUTE FOR HEALTHCARE COMMUNICATION,1020674
222,202012699349200606,912079922,CA,CALAVERAS ABODE IN SAN ANDREAS INC,89102
223,202023189349301862,364808338,DC,100 LIVES FOUNDATION INC,1301256
224,202003119349200000,471326157,CA,EMPOWER & RENEW FOUNDATION,61060
225,202100899349301220,455467123,CA,San Diego Collaborative Arts Project,185923
226,202013209349300391,237036022,NY,CENTER FOR MIGRATION STUDIES OF,1001271
227,202043469349300119,813031476,FL,SOUTHTECH SUCCESS CENTER INC,816707
228,202003219349315725,452432009,IN,CERA SPORTS CORPORATION INC,1833703
229,202023189349309892,522148006,DC,NATIONAL COALITION FOR WOMEN WITH HEART,2084286
230,202130119349300723,133023259,NY,HOPE'S DOOR INC,2566460
231,202021349349302602,222573806,CT,BETHANY HOUSING CORP,301235
232,202032879349200128,593078903,FL,ALACHUA COUNTY VETERANS MEMORIAL PR,4486
233,202003229349300415,562409903,ME,Maine Association of Substance Abuse,204894
234,202101339349301535,391570877,MO,ASCENSION ALL SAINTS HOSPITAL FOUNDATION INC (FKA WHEATON FRANCISCAN HEALTH,1956464
235,202140759349300909,743149490,MI,TIP OF THE MITT JUNIOR GOLF ASSOCIATION,173731
236,202043229349200544,540882414,VA,WOODLAND ACADEMY INC,7543
237,202043219349313784,822360438,CO,SAN LUIS VALLEY GREAT OUTDOORS,479859
238,202023189349302412,237029858,TX,HARDIN-SIMMONS UNIVERSITY COWBOY BAND,100757
239,202002939349300110,350672849,IN,SOUTHWEST CONSERVATION CLUB,33402
240,202013089349200816,510225607,TX,KINGWOOD GARDEN CLUB,7220
241,202130609349201343,931176008,CA,SIERRA MADRE COLLEGE PREPARATORY SCHOOL,0
242,202031889349200523,366130175,IL,Skokie Valley Orchestral Association,82712
243,202023189349200907,431671825,MO,COLUMBIA METRO ROTARY,37596
244,202131319349304123,326056774,CA,Philharmonia Baroque Orchestra,0
245,202041679349301424,232954760,DE,THE COLTMAN FRIENDS FOUNDATION INC,70424
246,202023039349301992,060938101,CT,CONNECTICUT 4-H DEVELOPMENT FUND INC,710767
247,202021979349302192,060732917,CT,THE WHITBY SCHOOL INCORPORATED,15409638
248,202013149349201206,651302496,NJ,CENTENNIAL VILLAGE GROUP INC,5506
249,202022699349200427,454793381,IN,CHASING DREAMS INC,114071
250,202021339349201117,274860991,MI,ROTARY CLUB OF LUDINGTON CHARITIES,45995
251,202003219349311395,810983784,GA,Solomons Temple Foundation Inc,652283
252,202121379349304617,200258130,CA,SAN MARCOS HIGH SCHOOL PTO,279361
253,202141109349300934,010282853,ME,Bangor Historical Society,62066
254,202130499349301753,510185386,NC,JULIAN VOLUNTEER FIRE AND RESCUE DEPARTMENT INC,251139
255,202141379349203139,363995826,WI,Loeffel Epilepsy Foundation,16144
256,202031079349301408,920171866,AK,DELTA MINE TRAINING CENTER INC,62103
257,202131349349304313,237315006,WA,CLARK COLLEGE DISTRICT 14 FOUNDATION,8324798
258,202011359349201816,141795301,NY,EAST FISHKILL ROLLER HOCKEY CLUB,9586
259,202002029349300505,352048001,IN,RIPLEY COUNTY COMMUNITY FOUNDATION INC,1444296
260,202140199349200119,161494896,NY,DEPUTIES ASSOCIATION OF THE COUNTY OF STEUBEN,37204
261,202043169349202614,204714153,NY,HAVERSTRAW TOWN POLICE BENEVOLENT ASSOCI,127290
262,202101289349300625,222717132,MA,Christian Methodist Church,662020
263,202140589349300804,620674040,TN,YOUTH TOWN OF TENNESSEE INC,4320208
264,202121379349202247,811555996,PA,DELTA TAU DELTA FRATERNITY,16144
265,202111109349300341,200529892,OR,Grace Institute,77220
266,202032979349200918,232189216,PA,SOCIETY FOR INFORMATION MANAGEMENT,119250
267,202101189349300825,841475160,CO,THE DREAMPOWER FOUNDATION,0
268,202140489349301129,522165072,DC,CITYDANCE ENSEMBLE INC,3894380
269,202121179349302057,350868220,IN,YWCA NORTHEAST INDIANA INC,2643760
270,202013149349202301,814529108,IL,Buckland Family Foundation,12799
271,202023079349302262,830638602,FL,Brain Bowl Events Inc,160879
272,202011829349201506,811217669,CA,Compton Arts Council,1599
273,202023509349200037,800625410,TX,Prosper Eagles Ice Hockey Club,118036
274,202041709349200419,810554096,WI,Ozaukee Master Gardeners,28346
275,202130439349201273,134338276,WI,BADGERLAND CAVALIER KING CHARLES SPANIEL CLUB,2727
276,202131349349201148,160925899,NY,Thousand Islands Museum,15707
277,202031359349200648,256051543,PA,AMERICAN GUILD OF ORGANISTS,67878
278,202121329349201062,237292315,NH,NEW HAMPSHIRE LAND SURVEYORS,76288
279,202021969349300117,132941455,NY,THE SYMPHONY SPACE INC,7567846
280,202101179349300010,464275442,AL,COASTAL ALABAMA FARMERS AND FISHERMENS,842246
281,202021759349300242,990226697,HI,KILAUEA POINT NATURAL HISTORY,411833
282,202101189349300530,581124231,GA,MIDDLE FLINT AREA COUNCIL ON AGING,8611989
283,202013379349301311,391478486,WI,BELMONT SPORTSMEN'S CLUB INC,25073
284,202043219349308639,420843389,IA,IDA COUNTY IOWA COMMUNITY HOSPITAL INC,21011549
285,202013529349300206,272646667,ME,MAINE CITIZENS FOR CLEAN ELECTIONS,575224
286,202031769349200143,770269856,CA,KINGSBURG GIRLS SOFTBALL LEAGUE,57568
287,202032559349200123,346556109,OH,SOCIETY OF MAYFLOWER DESCENDANTS IN THE STATE OF OHIO,76379
288,202111339349302636,562161324,NC,EAST CHAPEL HILL ROTARY CLUB FOUNDATION,91185
289,202012619349300301,050380940,RI,ASSOCIATION OF INDEPENDENT COLLEGES AND,493545
290,202031779349201013,311367851,OH,OHIO COALITION FOR OPEN GOVERNMENT,3814
291,202043169349201019,010747988,NJ,KIWANIS CLUB OF GREATER PARSIPPANY,30346
292,202120469349300147,453736821,MI,COMMUNITIES IN SCHOOLS OF MICHIGAN,2437983
293,202110889349300631,205953110,PA,MdDS BALANCE DISORDER FOUNDATION,38312
294,202022599349300612,161627400,TX,GUADALUPE COUNTY YOUTH,236073
295,202040879349301209,522174617,DC,PERRY STREET PREPARATORY PUBLIC,8628279
296,202141199349302204,590536003,FL,NORTHEAST FLORIDA SAFETY COUNCIL INC,2040909
297,202001429349301005,272313001,FL,PARENTS AND CHILDREN ADVANCE TOGETHER MINISTRIES INC,292833
298,202031779349300713,061019012,CT,FEDERATION HOMES INC,1797432
299,202043189349300129,631042292,IN,AMERICAN ASSOCIATION OF ORTHOPAEDIC,116243
300,202031419349301463,431818807,MO,BSU MINISTRY FOR TOMORROWS LEADERS INC,227852
301,202043029349201314,311096080,OH,ALUMNI ASSOCIATION OF ALPHA GAMMA,16966
302,202041979349305634,620645932,TN,BETTER BUSINESS BUREAU OF MIDDLE,3236951
303,202003219349319140,946167964,CA,WOODLAND MEMORIAL HOSPITAL FOUNDATION,911588
304,202012809349200116,455503217,NY,HOTEL ENGINEERS ASSOCIATION OF NEW YORK INC,0
305,202102119349301225,830164620,WY,Fraternal Order of Eagles Aerie 2350,139300
306,202001749349301255,462720679,CA,THE HERZER FOUNDATION,-3847
307,202001569349300345,222841528,PA,CRISIS PREGNANCY CENTER OF KUTZTOWN,210975
308,202003219349211120,742583979,TX,AUSTIN YOUNG LAWYERS ASSOCIATION,98874
309,202043219349204934,911992735,WA,NORWESTER ROTARY FOUNDATION,148979
310,202023229349201452,475239145,GA,GEORGIA TRAVEL ASSOCIATION INC,128000
311,202130139349300243,203713968,OH,DUBLIN JEROME HIGH SCHOOL BOOSTERS CLUB,429898
312,202043179349203949,841611915,CO,Rocky Mountain Academy of Evergreen PTO,138309
313,202141399349300304,010543385,ME,MT BLUE COMMUNITY ACCESS TV INC,141738
314,202040569349200919,364517329,TX,BINEHAM MISSION FOUNDATION,152763
315,202100679349300510,133789627,NY,TEATRO GRATTACIELO,65753
316,202141139349301424,454715889,OR,TRASH FOR PEACE,319684
317,202021749349300997,411694709,XX,ASSOCIATES IN RESEARCH & DEVELOPMENT INC,1168025
318,202121069349300512,251116612,PA,FAMILY COUNSELING CENTER OF ARMSTRONG CO,11833962
319,202141339349305219,261931455,OR,WHITESIDE THEATRE FOUNDATION,141158
320,202120779349300107,462327571,GA,Intown Community School (ICS) Inc,2379510
321,202131349349303593,222137922,NY,TRANSPORTATION PROJECT FOR CAYUGA,324063
322,202003219349305450,464133090,TX,POIEMA FOUNDATION INC,226479
323,202101469349300605,464085355,MI,Belt Of Truth Ministries Inc,405721
324,202131249349301333,956097894,CA,MASTERS MEN,247
325,202110999349300131,251830586,PA,SOUTH NEW KENSINGTON VFD #1,195128
326,202131309349302663,060725052,CT,THE MID-FAIRFIELD CHILD GUIDANCE,3929747
327,202012899349200001,472283839,IN,PRAIRIE CREEK WEST LAWN CEMETERY,11447
328,202140609349300224,452060520,CA,SD CENTER FOR COUNSELING,258730
329,202003489349300400,453632599,CA,CYPRESS YOUTH BASEBALL INC,157132
330,202140639349300514,800579711,TX,GARWOOD COMMUNITY FOUNDATION,15813
331,202033189349300638,046075697,MA,WOODS HOLE COMMUNITY ASSOCIATION INC,135992
332,202011719349300216,237077837,NY,NORTH SALEM BRIDLE TRAILS ASSOCIATION,92241
333,202043189349309439,471933375,OH,NATIONAL CHURCH RESIDENCES OF BRADENTON FL,3537511
334,202041979349308214,860746893,AZ,Ballet Yuma,189614
335,202023239349200602,455580082,OH,SOCIAL SERVICES FOR THE ARAB,159455
336,202042869349301549,341957404,OH,Lorain County Health & Dentistry,10657412
337,202111059349200141,593563260,FL,CRANE LAKES HOMEOWNER ASSOCIATION,3200
338,202041939349200739,930659481,OR,OREGON SOCIETY OF ANESTHESIOLOGISTS,142129
339,202130979349301113,800650695,TN,Springboard Landings Inc,-1619455
340,202011719349300121,200596694,SC,CHARLESTON SCHOOL OF LAW FOUNDATION INC,145402
341,202023189349303717,570959206,SC,THE VOLUNTEERS IN MEDICINE CLINIC,5754816
342,202130649349301033,480495058,KS,ALUMNI ASSOCIATION OF,5252162
343,202111379349201596,020572658,OH,CAREY COMMUNITY FEST,881
344,202011969349202826,364758155,FL,TAMPA BAY NETWORK TO END HUNGER INC,83567
345,202043219349309804,205858771,ID,NORTHWEST HOSPITAL ALLIANCE,417649
346,202011369349200831,203103503,OK,Oklahoma People First Inc,63618
347,202041979349200319,222157198,NJ,JUNIOR LEAGUE OF ELIZABETH - PLAINFIELD NJ INC,152749
